shape,sigma,noise,seed,method,overall,near,smooth,time
cross,0.5,gauss,19,MLS,34.79503316374761,29.6108587488087,35.38811416681037,0.5454473495483398
cross,0.5,gauss,19,GLR,44.852956943300306,36.21469675433303,45.88280437381026,0.6160004138946533
cross,0.5,gauss,19,Prior-v1,12.861329155751966,10.947801344326036,13.07347322547383,4.6819374561309814
cross,0.5,gauss,19,Prior-v2,44.6033384459255,32.11591936008757,46.14671306012511,4.676523923873901
cross,0.5,gauss,101,Bilateral,13.838097696913387,11.747271525096437,14.0617270951103,0.708935022354126
cross,0.5,gauss,101,MLS,34.993436937544466,28.463671855347194,35.72126176602515,0.5493149757385254
cross,0.5,gauss,101,GLR,45.043508284449544,34.33321712007397,46.29832233977944,0.5985937118530273
cross,0.5,gauss,101,Prior-v1,12.800048728836245,10.661565167093068,13.028807751230765,4.725550174713135
cross,0.5,gauss,101,Prior-v2,45.782488895634785,33.88659879728829,47.194065957533525,4.741071939468384
cross,1.0,gauss,7,Bilateral,7.460788967154974,7.00964435382283,7.50111338171584,0.7208878993988037
cross,1.0,gauss,7,MLS,21.380832317007748,19.678780532885188,21.53435521403628,0.5619797706604004
cross,1.0,gauss,7,GLR,29.880015729546606,26.844311973357005,30.157040813422064,0.6208257675170898
cross,1.0,gauss,7,Prior-v1,5.814716894270633,5.136517355614412,5.875412684639003,4.511322736740112
cross,1.0,gauss,7,Prior-v2,36.36956588388689,33.089492665347684,36.67021708405521,4.624587774276733
cross,1.0,gauss,19,Bilateral,7.523396895411705,6.193181731809128,7.667727499059341,0.7034509181976318
cross,1.0,gauss,19,MLS,21.605518893407616,18.103482718637153,21.9918599716162,0.5665225982666016
cross,1.0,gauss,19,GLR,30.201358778201094,25.096164821942637,30.773337020413372,0.6391451358795166
cross,1.0,gauss,19,Prior-v1,5.83672895266516,4.09484159735184,6.026155447896231,4.584081172943115
cross,1.0,gauss,19,Prior-v2,37.46990523926166,30.009732800124457,38.32671264235194,4.487638235092163
cross,1.0,gauss,101,Bilateral,7.351094856018159,6.4756606619889245,7.439482112840667,0.7225978374481201
cross,1.0,gauss,101,MLS,21.40325095176845,18.131561055887403,21.739421848332874,0.5692734718322754
cross,1.0,gauss,101,GLR,30.01129654929925,24.938958246751653,30.541236318426435,0.6358790397644043
cross,1.0,gauss,101,Prior-v1,5.730337571799316,4.645619961743009,5.839978507413035,4.5629918575286865
cross,1.0,gauss,101,Prior-v2,37.243267411682424,32.325225650013365,37.75871386511898,4.577712535858154
ripple,0.5,gauss,7,Bilateral,11.421716509035507,nan,11.421716509035507,0.6889111995697021
ripple,0.5,gauss,7,MLS,27.043453234611526,nan,27.043453234611526,0.5759212970733643
ripple,0.5,gauss,7,GLR,31.730798739005028,nan,31.730798739005028,0.6156105995178223
ripple,0.5,gauss,7,Prior-v1,10.748596922720077,nan,10.748596922720077,4.619380712509155
ripple,0.5,gauss,7,Prior-v2,30.498161675996283,nan,30.498161675996283,4.590106964111328
ripple,0.5,gauss,19,Bilateral,11.3818990410678,nan,11.3818990410678,0.7207193374633789
ripple,0.5,gauss,19,MLS,26.473498653639894,nan,26.473498653639894,0.5463168621063232
ripple,0.5,gauss,19,GLR,30.485726970421666,nan,30.485726970421666,0.6207098960876465
ripple,0.5,gauss,19,Prior-v1,10.496857652378244,nan,10.496857652378244,4.647936582565308
ripple,0.5,gauss,19,Prior-v2,28.812323484296876,nan,28.812323484296876,4.66224217414856
ripple,0.5,gauss,101,Bilateral,11.377164697402431,nan,11.377164697402431,0.7200028896331787
ripple,0.5,gauss,101,MLS,26.65985392018283,nan,26.65985392018283,0.5637881755828857
ripple,0.5,gauss,101,GLR,30.418591853876563,nan,30.418591853876563,0.6177365779876709
ripple,0.5,gauss,101,Prior-v1,10.80629461707363,nan,10.80629461707363,4.636219263076782
ripple,0.5,gauss,101,Prior-v2,29.615708022476372,nan,29.615708022476372,4.578817367553711
ripple,1.0,gauss,7,Bilateral,5.917428325592788,nan,5.917428325592788,0.7103402614593506
ripple,1.0,gauss,7,MLS,16.60516653650238,nan,16.60516653650238,0.5723516941070557
ripple,1.0,gauss,7,GLR,22.570631453884193,nan,22.570631453884193,0.6267120838165283
ripple,1.0,gauss,7,Prior-v1,4.144527623031713,nan,4.144527623031713,4.448768615722656
ripple,1.0,gauss,7,Prior-v2,26.266516315931664,nan,26.266516315931664,4.461320638656616
ripple,1.0,gauss,19,Bilateral,5.820725982096797,nan,5.820725982096797,0.7203001976013184
ripple,1.0,gauss,19,MLS,16.262967276058117,nan,16.262967276058117,0.5657932758331299
ripple,1.0,gauss,19,GLR,21.99605699552869,nan,21.99605699552869,0.6117198467254639
ripple,1.0,gauss,19,Prior-v1,4.143423880722585,nan,4.143423880722585,4.409647703170776
ripple,1.0,gauss,19,Prior-v2,25.169003352306508,nan,25.169003352306508,4.390622615814209
ripple,1.0,gauss,101,Bilateral,5.808839808574806,nan,5.808839808574806,0.708789587020874
ripple,1.0,gauss,101,MLS,16.42363965319643,nan,16.42363965319643,0.5682876110076904
ripple,1.0,gauss,101,GLR,22.188194221294687,nan,22.188194221294687,0.6185672283172607
ripple,1.0,gauss,101,Prior-v1,4.179972496761142,nan,4.179972496761142,4.412582635879517
ripple,1.0,gauss,101,Prior-v2,26.30137678676934,nan,26.30137678676934,4.441504240036011
sheets,0.5,gauss,7,Bilateral,13.297535349893131,nan,13.297535349893131,0.6761319637298584
sheets,0.5,gauss,7,MLS,32.022769334576125,nan,32.022769334576125,0.5427873134613037
sheets,0.5,gauss,7,GLR,39.86100701877232,nan,39.86100701877232,0.6020402908325195
sheets,0.5,gauss,7,Prior-v1,12.51761371474207,nan,12.51761371474207,4.740792751312256
sheets,0.5,gauss,7,Prior-v2,29.152543319617696,nan,29.152543319617696,4.646758079528809
sheets,0.5,gauss,19,Bilateral,13.826138822367206,nan,13.826138822367206,0.7163448333740234
sheets,0.5,gauss,19,MLS,33.26252827267948,nan,33.26252827267948,0.5648291110992432
sheets,0.5,gauss,19,GLR,41.74554149194268,nan,41.74554149194268,0.6216399669647217
sheets,0.5,gauss,19,Prior-v1,12.83550587840454,nan,12.83550587840454,4.816889762878418
sheets,0.5,gauss,19,Prior-v2,30.53264862986971,nan,30.53264862986971,4.701188802719116
sheets,0.5,gauss,101,Bilateral,13.730250727696102,nan,13.730250727696102,0.7233505249023438
sheets,0.5,gauss,101,MLS,33.135491343736234,nan,33.135491343736234,0.5714271068572998
sheets,0.5,gauss,101,GLR,41.40629609757188,nan,41.40629609757188,0.6077408790588379
sheets,0.5,gauss,101,Prior-v1,12.92565451160993,nan,12.92565451160993,4.787782669067383
sheets,0.5,gauss,101,Prior-v2,29.300733497645183,nan,29.300733497645183,4.6952760219573975
sheets,1.0,gauss,7,Bilateral,5.410170012620352,nan,5.410170012620352,0.7242553234100342
sheets,1.0,gauss,7,MLS,15.139093793728742,nan,15.139093793728742,0.5610523223876953
sheets,1.0,gauss,7,GLR,20.18288376374866,nan,20.18288376374866,0.6276183128356934
sheets,1.0,gauss,7,Prior-v1,4.269314693278781,nan,4.269314693278781,4.5684590339660645
sheets,1.0,gauss,7,Prior-v2,22.840386957558835,nan,22.840386957558835,4.5452916622161865
sheets,1.0,gauss,19,Bilateral,5.5146618996674395,nan,5.5146618996674395,0.742647647857666
sheets,1.0,gauss,19,MLS,15.247428956124553,nan,15.247428956124553,0.5730445384979248
sheets,1.0,gauss,19,GLR,20.1193757634219,nan,20.1193757634219,0.6331150531768799
sheets,1.0,gauss,19,Prior-v1,4.264764536285082,nan,4.264764536285082,4.561376333236694
sheets,1.0,gauss,19,Prior-v2,23.278261181710036,nan,23.278261181710036,4.5668721199035645
sheets,1.0,gauss,101,Bilateral,5.409151749588414,nan,5.409151749588414,0.7296247482299805
sheets,1.0,gauss,101,MLS,14.958735253511257,nan,14.958735253511257,0.579357385635376
sheets,1.0,gauss,101,GLR,19.839834908134236,nan,19.839834908134236,0.6469411849975586
sheets,1.0,gauss,101,Prior-v1,4.124171173975554,nan,4.124171173975554,4.562994480133057
sheets,1.0,gauss,101,Prior-v2,22.155180086491022,nan,22.155180086491022,4.50855565071106
ridge90-grad,0.5,gauss,7,Bilateral,13.610454895220448,11.179683364382543,13.755716556967002,0.7046873569488525
ridge90-grad,0.5,gauss,7,MLS,34.71210940045351,27.64652458035297,35.15213167464607,0.5760941505432129
ridge90-grad,0.5,gauss,7,GLR,45.62902036727932,34.50078331998244,46.35617794472884,0.6557950973510742
ridge90-grad,0.5,gauss,7,Prior-v1,12.422780086456953,10.051806850373257,12.564389301813716,4.804959297180176
ridge90-grad,0.5,gauss,7,Prior-v2,46.33919654501732,29.221452962764538,47.52087600787258,4.798075914382935
ridge90-grad,0.5,gauss,19,Bilateral,13.544559480684304,11.775329744996888,13.631222190036752,0.7134814262390137
ridge90-grad,0.5,gauss,19,MLS,34.716518075580396,28.437467070234845,35.03623585733837,0.5687758922576904
ridge90-grad,0.5,gauss,19,GLR,45.57488854545441,34.534794275005076,46.16741436767392,0.6188714504241943
ridge90-grad,0.5,gauss,19,Prior-v1,12.453312688047468,10.453653610316426,12.551383600919298,4.770997524261475
ridge90-grad,0.5,gauss,19,Prior-v2,46.41995021986731,28.559191614245726,47.43950422714575,4.742287874221802
ridge90-grad,0.5,gauss,101,Bilateral,13.64403974838958,12.62468901300069,13.696565127351167,0.7072029113769531
ridge90-grad,0.5,gauss,101,MLS,35.01979991039119,29.932693939014467,35.29107603208471,0.5568065643310547
ridge90-grad,0.5,gauss,101,GLR,45.917206048295654,36.072820437988796,46.470048507198754,0.6418490409851074
ridge90-grad,0.5,gauss,101,Prior-v1,12.51876283962604,11.324757399778452,12.580347234811551,4.809113502502441
ridge90-grad,0.5,gauss,101,Prior-v2,47.90343879665504,32.74628217211999,48.80027731100517,4.754371643066406
ridge90-grad,1.0,gauss,7,Bilateral,7.403656046698847,6.035137739869045,7.481756730112387,0.7007818222045898
ridge90-grad,1.0,gauss,7,MLS,21.251289146614273,16.719210398382835,21.515756147023847,0.5785872936248779
ridge90-grad,1.0,gauss,7,GLR,29.787176046387575,22.85454398638417,30.20034671206686,0.6342403888702393
ridge90-grad,1.0,gauss,7,Prior-v1,5.687993879472764,4.076282126186969,5.780085068517382,4.56027364730835
ridge90-grad,1.0,gauss,7,Prior-v2,37.12635215822691,27.14947773010271,37.739122979036836,4.6076500415802
ridge90-grad,1.0,gauss,19,Bilateral,7.428894405680575,7.023592975306969,7.447093070325572,0.7124640941619873
ridge90-grad,1.0,gauss,19,MLS,21.421479916779518,19.83685255149109,21.49321829309514,0.5653567314147949
ridge90-grad,1.0,gauss,19,GLR,30.03518494032591,26.955072857940465,30.17635084460698,0.6275053024291992
ridge90-grad,1.0,gauss,19,Prior-v1,5.696534560825539,5.233884077833872,5.717314003187468,4.553141355514526
ridge90-grad,1.0,gauss,19,Prior-v2,37.90899943741866,31.369143753443307,38.21817797822317,4.604176998138428
ridge90-grad,1.0,gauss,101,Bilateral,7.381934908666832,7.058788658369474,7.397501468934498,0.6991782188415527
ridge90-grad,1.0,gauss,101,MLS,21.25992195684151,19.073594834104867,21.366580924058876,0.5636193752288818
ridge90-grad,1.0,gauss,101,GLR,29.79130349716872,26.045522071160853,29.976464271779168,0.6417677402496338
ridge90-grad,1.0,gauss,101,Prior-v1,5.685585576646424,5.3865985720997545,5.699985937384322,4.548527479171753
ridge90-grad,1.0,gauss,101,Prior-v2,37.10754169952584,32.98638851691117,37.31252950984414,4.649280309677124
